SortGADMintoPrevOrder,SortGADMintoGADMintoGADMorder,County FIPS Code,FIPS,DMA,WeaponsBlack.sum,WeaponsWhite.sum,AssaultsBlack.sum,AssaultsWhite.sum,county,State,County Name ,CountyName,ID,TOT_POP,TOT_MALE,TOT_FEMALE,WA_TOT,BAC_TOT,H_TOT,Pct Uninsured,Median Income,Gini,Pct Living in Poverty,Pct HS Education,PercentSlaveOwningFarms,NSlavesPerCounty,ID,FBIDataToRight,VictimsOfHateCrimes,MURDER,AGASSLT,USPSDToRight,BlackArmed,BlackUnarmed,HispanicArmed,HispanicUnarmed,WhiteArmed,WhiteUnarmed,State,RandID,SouthernLawCenterDataToRight,Arson,Assault,Bombing,Cross.Burnings,Harassment,Intelligence,Intimidation,Leafletting,Legal.Developments,Murder,Rally,Threat,Vandalism,BayesianPosterior,ModelID,m.RR_Black_Armed_Versus_Unarmed,m.RR_White_Armed_Versus_Unarmed,m.RR_Hispanic_Armed_Versus_Unarmed,m.RR_Black_Armed_Versus_White_Armed,m.RR_Hispanic_Armed_Versus_White_Armed,m.RR_Black_Unarmed_Versus_White_Unarmed,m.RR_Hispanic_Unarmed_Versus_White_Unarmed,m.RR_Black_Unarmed_Versus_White_Armed,m.RR_Hispanic_Unarmed_Versus_White_Armed,pc95l.RR_Black_Armed_Versus_Unarmed,pc95l.RR_White_Armed_Versus_Unarmed,pc95l.RR_Hispanic_Armed_Versus_Unarmed,pc95l.RR_Black_Armed_Versus_White_Armed,pc95l.RR_Hispanic_Armed_Versus_White_Armed,pc95l.RR_Black_Unarmed_Versus_White_Unarmed,pc95l.RR_Hispanic_Unarmed_Versus_White_Unarmed,pc95l.RR_Black_Unarmed_Versus_White_Armed,pc95l.RR_Hispanic_Unarmed_Versus_White_Armed,pc95h.RR_Black_Armed_Versus_Unarmed,pc95h.RR_White_Armed_Versus_Unarmed,pc95h.RR_Hispanic_Armed_Versus_Unarmed,pc95h.RR_Black_Armed_Versus_White_Armed,pc95h.RR_Hispanic_Armed_Versus_White_Armed,pc95h.RR_Black_Unarmed_Versus_White_Unarmed,pc95h.RR_Hispanic_Unarmed_Versus_White_Unarmed,pc95h.RR_Black_Unarmed_Versus_White_Armed,pc95h.RR_Hispanic_Unarmed_Versus_White_Armed,m.log.RR_Black_Unarmed_Versus_White_Unarmed,m.log.RR_Hispanic_Unarmed_Versus_White_Unarmed,m.log.RR_Black_Unarmed_Versus_White_Armed,m.log.RR_Hispanic_Unarmed_Versus_White_Armed,sd.log.RR_Black_Unarmed_Versus_White_Unarmed,sd.log.RR_Hispanic_Unarmed_Versus_White_Unarmed,sd.log.RR_Black_Unarmed_Versus_White_Armed,sd.log.RR_Hispanic_Unarmed_Versus_White_Armed
234,257,6095,6095,19,152,170,405,604,Solano,CA,Solano County,Solano,CASolano,413344,206195,207149,250857,73977,99356,14.3,62948,0.404,12.2,85.8,NA,NA,CA095,FBIDataToRight,1,32,1113,USPSDToRight,1,1,0,0,2,0,CA,5,SouthernLawCenterDataToRight,0,0,0,0,0,0,0,1,0,0,0,0,1,BayesianPosterior,45,2.507530908,4.775814631,3.182986354,2.354901611,1.09696248,4.702171837,1.546400491,0.969017183,0.337313777,0.658599068,1.41552955,1.030134287,0.595631184,0.323961836,0.846406335,0.310796716,0.15192419,0.075264919,8.743202982,23.32584535,11.83659507,9.870461572,3.218133355,29.06648575,9.408804801,5.363147635,1.243200375,1.560318291,0.485298197,-0.05530805,-1.130328144,1.109916371,1.072692464,1.083518359,0.868143517
235,258,6097,6097,5,11,225,73,941,Sonoma,CA,Sonoma County,Sonoma,CASonoma,483878,237902,245976,426080,12935,120430,17.5,58703,0.441,12.8,86.2,NA,NA,CA097,FBIDataToRight,NA,17,1068,USPSDToRight,0,0,0,1,1,0,CA,5,SouthernLawCenterDataToRight,0,1,0,0,0,0,0,6,0,0,0,0,6,BayesianPosterior,46,2.324605459,3.377847555,2.286383498,2.873460855,1.612671386,4.113495308,2.481226395,1.238932157,0.736417403,0.602277482,0.948847962,0.599940504,0.626574577,0.479140819,0.642462444,0.539924217,0.179586699,0.196270269,11.98976753,13.92064939,7.011417396,14.4325657,4.949816249,25.08269836,12.99325632,8.84212804,2.973720836,1.438598294,0.944744216,0.197335502,-0.296518576,1.155899748,1.018878042,1.231114712,0.872983949
236,259,6099,6099,19,35,432,126,1308,Stanislaus,CA,Stanislaus County,Stanislaus,CAStanislaus,514453,254489,259964,436142,21604,215658,19.6,47442,0.441,19.7,75.3,NA,NA,CA099,FBIDataToRight,1,30,1512,USPSDToRight,0,0,1,0,1,0,CA,5,SouthernLawCenterDataToRight,0,1,0,0,0,0,0,0,1,0,0,0,2,BayesianPosterior,47,2.59250834,3.560676069,3.211817149,2.850132504,1.674829798,3.77003197,1.830292873,1.036942655,0.517292045,0.640223225,1.203780566,1.226128538,0.639148809,0.534461595,0.621370607,0.374657913,0.174543956,0.123542591,11.45957775,14.41427377,10.73528779,11.51664045,5.028848349,22.04357787,9.141037446,6.133777867,1.961665949,1.347462372,0.633987372,0.022087702,-0.691387298,1.12301133,1.018246511,1.110611606,0.87421709
237,260,6101,6101,19,6,49,28,248,Sutter,CA,Sutter County,Sutter,CASutter,94737,47001,47736,71757,3029,27251,21.6,46188,0.424,16.8,78.4,NA,NA,CA101,FBIDataToRight,NA,5,360,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,261,6103,6103,132,0,14,1,174,Tehama,CA,Tehama County,Tehama,CATehama,63463,31610,31853,57995,781,13906,21.5,38188,0.453,20.4,80.3,NA,NA,CA103,FBIDataToRight,NA,3,171,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,262,6105,6105,132,0,17,1,73,Trinity,CA,Trinity County,Trinity,CATrinity,13786,7113,6673,12260,112,959,20.2,35207,0.409,18.4,90.1,NA,NA,CA105,FBIDataToRight,NA,2,67,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,263,6107,6107,57,14,286,96,1260,Tulare,CA,Tulare County,Tulare,CATulare,442179,221442,220737,392082,11853,268065,23.3,42377,0.445,24.6,67.3,NA,NA,CA107,FBIDataToRight,4,29,1638,USPSDToRight,0,0,1,0,0,0,CA,5,SouthernLawCenterDataToRight,0,0,0,0,0,0,0,0,1,0,0,0,3,BayesianPosterior,48,2.408354261,2.703556923,2.95321079,4.137388015,2.201458697,5.027820156,1.880563624,1.822473784,0.729347778,0.578972868,0.756182383,1.063345852,1.070945227,0.660508247,0.852734719,0.40831943,0.314328557,0.172589753,10.2490754,9.26928454,10.68695016,21.44859512,7.794069158,31.15026241,9.674488016,13.83594995,2.894368772,1.605827715,0.665119779,0.619824768,-0.320883168,1.14926411,1.050037489,1.180378582,0.922712967
241,264,6109,6109,19,0,32,3,121,Tuolumne,CA,Tuolumne County,Tuolumne,CATuolumne,55365,29245,26120,50529,1433,5918,16.3,44751,0.433,15.2,87.3,NA,NA,CA109,FBIDataToRight,1,2,115,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,265,6111,6111,2,17,398,83,1411,Ventura,CA,Ventura County,Ventura,CAVentura,823318,408969,414349,704456,23645,331567,18.2,71418,0.435,11,82.3,NA,NA,CA111,FBIDataToRight,7,12,1766,USPSDToRight,0,0,4,2,1,0,CA,5,SouthernLawCenterDataToRight,0,2,0,0,0,0,0,0,5,0,0,0,7,BayesianPosterior,49,2.968704982,4.806957946,3.646175887,3.144455105,3.123437482,5.254249393,4.139048765,1.106561307,0.847537963,0.709342517,1.51983934,1.263155651,0.668245965,1.135284329,0.89097675,1.205351409,0.16404724,0.269580616,12.42739304,20.1160584,9.734846264,12.3219481,8.908636108,32.20909231,21.80851552,5.954115221,3.106531419,1.662402495,1.500400732,0.039912,-0.122089763,1.131272831,0.942218053,1.114128076,0.785382486
243,266,6113,6113,19,4,75,42,321,Yolo,CA,Yolo County,Yolo,CAYolo,200849,97935,102914,154168,7585,60953,16.2,54433,0.456,16.4,84.3,NA,NA,CA113,FBIDataToRight,NA,5,424,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,267,6115,6115,19,3,33,44,277,Yuba,CA,Yuba County,Yuba,CAYuba,72155,36352,35803,57524,3817,18051,18.6,41045,0.418,20.7,76.9,NA,NA,CA115,FBIDataToRight,NA,3,428,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,268,8001,8001,18,5,132,23,349,Adams,CO,Adams County,Adams,COAdams,441603,222142,219461,387643,19047,167878,23,52785,0.403,13,81,NA,NA,CO001,FBIDataToRight,1,6,684,USPSDToRight,0,0,4,0,1,0,CO,6,SouthernLawCenterDataToRight,0,0,0,0,0,0,0,2,0,0,0,0,0,BayesianPosterior,50,3.425766166,5.286684767,6.487652478,2.464107329,2.787780883,3.783484927,2.460224215,0.700818703,0.428985275,0.802178804,1.645152131,2.194473266,0.54019201,0.975791814,0.592356695,0.499051895,0.102512292,0.127687302,16.61126594,22.15151626,22.31468153,10.36666698,8.806605434,29.82998595,13.22759513,4.2070634,1.635367197,1.346455705,0.893700468,-0.376060342,-0.828815579,1.202747368,1.048499537,1.160941344,0.838223059
246,269,8003,8003,18,0,2,0,3,Alamosa,CO,Alamosa County,Alamosa,COAlamosa,15445,7745,7700,13824,284,7110,20.4,36339,0.474,21,86.4,NA,NA,CO003,FBIDataToRight,NA,1,13,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,270,8005,8005,18,102,166,160,233,Arapahoe,CO,Arapahoe County,Arapahoe,COArapahoe,572003,280345,291658,453937,70650,105522,18.3,58152,0.463,11.4,90.4,NA,NA,CO005,FBIDataToRight,9,22,434,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,271,8007,8007,18,0,5,0,15,Archuleta,CO,Archuleta County,Archuleta,COArchuleta,12084,6103,5981,11358,91,2148,21.6,46165,0.485,13.1,93.2,NA,NA,CO007,FBIDataToRight,NA,3,17,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,272,8009,8009,94,NA,NA,0,4,Baca,CO,Baca County,Baca,COBaca,3788,1877,1911,3639,36,348,25.8,33086,0.468,17.3,85,NA,NA,CO009,FBIDataToRight,NA,0,1,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,273,8011,8011,94,NA,NA,NA,NA,Bent,CO,Bent County,Bent,COBent,6499,4270,2229,5652,522,1985,19.5,33702,0.412,30.9,80.4,NA,NA,CO011,FBIDataToRight,NA,0,4,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,274,8013,8013,18,1,62,13,172,Boulder,CO,Boulder County,Boulder,COBoulder,294567,147916,146651,270093,4309,39276,14.7,62215,0.483,13.6,93.7,NA,NA,CO013,FBIDataToRight,NA,7,225,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,275,8014,,18,NA,NA,NA,NA,NA,CO,Broomfield County,Broomfield,COBroomfield,55889,27729,28160,50002,915,6216,11.6,76006,0.403,6,95.3,NA,NA,CO014,FBIDataToRight,NA,0,10,USPSDToRight,0,0,0,0,1,0,CO,6,SouthernLawCenterDataToRight,0,0,0,0,0,0,0,1,0,0,0,0,0,BayesianPosterior,51,3.089121192,4.433507462,3.468739137,1.850175378,1.118560068,2.882310217,1.605292774,0.625217875,0.32750864,0.710705305,1.262973713,0.923101779,0.331890571,0.291986623,0.35456516,0.275936431,0.078571419,0.062109673,14.85392876,23.60453798,12.62718902,8.649649077,3.977790544,19.61919635,8.728795474,3.984822112,1.504547944,1.021222269,0.442086213,-0.551176985,-1.130313041,1.256930216,1.070931737,1.272603514,0.997664767
253,276,8015,8015,18,0,2,0,7,Chaffee,CO,Chaffee County,Chaffee,COChaffee,17809,9453,8356,16978,306,1678,20.3,42420,0.456,12.9,90.8,NA,NA,CO015,FBIDataToRight,NA,0,8,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,277,8017,8017,18,NA,NA,0,2,Cheyenne,CO,Cheyenne County,Cheyenne,COCheyenne,1836,910,926,1789,12,178,25.8,44464,0.397,12.1,87.9,NA,NA,CO017,FBIDataToRight,NA,0,0,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,278,8019,8019,18,1,10,1,10,Clear Creek,CO,Clear Creek County,ClearCreek,COClearCreek,9088,4735,4353,8761,83,429,12,64822,0.426,8.6,96.9,NA,NA,CO019,FBIDataToRight,NA,0,7,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,279,8021,8021,18,NA,NA,0,1,Conejos,CO,Conejos County,Conejos,COConejos,8256,4093,4163,7747,70,4620,22.1,32254,0.429,21.3,81.4,NA,NA,CO021,FBIDataToRight,NA,0,0,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,280,8023,8023,18,0,4,0,2,Costilla,CO,Costilla County,Costilla,COCostilla,3524,1822,1702,3168,63,2327,29.2,27305,0.508,25.7,73.9,NA,NA,CO023,FBIDataToRight,NA,0,2,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,281,8025,8025,94,NA,NA,0,8,Crowley,CO,Crowley County,Crowley,COCrowley,5823,4199,1624,4946,569,1686,20.2,34569,0.437,34.7,72.4,NA,NA,CO025,FBIDataToRight,NA,0,2,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,282,8027,8027,18,0,2,0,5,Custer,CO,Custer County,Custer,COCuster,4255,2195,2060,4097,51,200,22.9,42951,0.472,15,93.7,NA,NA,CO027,FBIDataToRight,NA,0,3,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,283,8029,8029,184,0,5,0,7,Delta,CO,Delta County,Delta,CODelta,30952,15590,15362,29649,286,4345,22.9,40288,0.42,15.7,86,NA,NA,CO029,FBIDataToRight,NA,0,18,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,284,8031,8031,18,98,143,242,557,Denver,CO,Denver County,Denver,CODenver,600158,300089,300069,483271,72645,190965,20.7,45415,0.511,21.3,84,NA,NA,CO031,FBIDataToRight,7,23,911,USPSDToRight,0,0,1,0,0,0,CO,6,SouthernLawCenterDataToRight,0,1,0,0,0,0,1,4,2,0,0,1,4,BayesianPosterior,52,2.126883227,2.753563335,2.93012047,3.834529519,2.358419097,4.759042556,2.197351363,1.736652068,0.797668024,0.564949934,0.765186518,0.927796144,0.928184171,0.719427063,0.94893561,0.451428427,0.296546146,0.192919442,7.903475611,10.98178219,9.442954967,17.66291359,8.01394168,26.98962601,10.92062076,10.81676991,3.441489624,1.583404131,0.807175507,0.560201138,-0.216027486,1.070945933,1.01502846,1.121991562,0.923707394
262,285,8033,8033,36,NA,NA,0,1,Dolores,CO,Dolores County,Dolores,CODolores,2064,1063,1001,1951,5,82,28.2,40511,0.367,12.9,86,NA,NA,CO033,FBIDataToRight,NA,0,0,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,286,8035,8035,18,0,31,7,51,Douglas,CO,Douglas County,Douglas,CODouglas,285465,141253,144212,262954,5298,21392,7.3,97806,0.375,3.5,97.6,NA,NA,CO035,FBIDataToRight,NA,6,57,USPSDToRight,0,0,0,0,1,0,CO,6,SouthernLawCenterDataToRight,0,0,0,0,0,0,0,3,0,0,0,0,0,BayesianPosterior,53,2.712846699,3.86312408,3.13209037,2.55095051,1.511651282,3.682028941,1.804387009,0.927953103,0.460210868,0.611098875,1.073186028,0.834039252,0.612850742,0.415987327,0.611585187,0.368566581,0.134708082,0.096818631,12.06066437,13.71690728,11.6732433,10.96803084,4.758425265,20.71108489,8.122675997,5.791057692,2.117791876,1.279877447,0.552604098,-0.069115988,-0.796389337,1.141757477,1.004250287,1.221573038,0.957380679
264,287,8037,8037,18,0,4,1,29,Eagle,CO,Eagle County,Eagle,COEagle,52197,27820,24377,49982,570,15689,23.6,69182,0.464,8.5,87.2,NA,NA,CO037,FBIDataToRight,NA,0,27,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,288,8039,8039,18,NA,NA,0,3,Elbert,CO,Elbert County,Elbert,COElbert,23086,11553,11533,22154,282,1234,13.1,78550,0.374,6.5,96.1,NA,NA,CO039,FBIDataToRight,NA,0,17,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,289,8041,8041,94,47,155,129,396,El Paso,CO,El Paso County,ElPaso,COElPaso,622263,310162,312101,525642,52502,93665,16.3,51553,0.43,13.4,92.5,NA,NA,CO041,FBIDataToRight,NA,25,804,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,290,8043,8043,94,0,9,0,39,Fremont,CO,Fremont County,Fremont,COFremont,46824,27032,19792,43103,1976,5770,16.3,40543,0.448,16.7,79.2,NA,NA,CO043,FBIDataToRight,NA,1,33,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,291,8045,8045,18,0,8,1,20,Garfield,CO,Garfield County,Garfield,COGarfield,56389,29107,27282,53331,800,15978,24.6,60456,0.388,9.6,85.6,NA,NA,CO045,FBIDataToRight,NA,0,30,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,292,8047,8047,18,NA,NA,0,11,Gilpin,CO,Gilpin County,Gilpin,COGilpin,5441,2883,2558,5192,44,267,11.8,63024,0.39,7.5,94.8,NA,NA,CO047,FBIDataToRight,NA,0,14,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,293,8049,8049,18,0,2,0,2,Grand,CO,Grand County,Grand,COGrand,14843,7929,6914,14326,100,1116,21,55818,0.358,8.3,94.8,NA,NA,CO049,FBIDataToRight,NA,0,22,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,294,8051,8051,18,0,2,1,25,Gunnison,CO,Gunnison County,Gunnison,COGunnison,15324,8306,7018,14574,93,1255,24,47698,0.447,14.5,93.1,NA,NA,CO051,FBIDataToRight,NA,0,15,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
